,google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date,file_name_1,file_name_2
14228,https://www.google.com.tw/maps/place/%E6%9D%BE%E5%B1%B1%E7%AB%99%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442ab9c2623b40f:0x9a2c6db59b7e70d8!8m2!3d25.0496243!4d121.5792306!16s%2Fg%2F11f_zxmbj6!19sChIJD7QjJpyrQjQR2HB-m7VtLJo?authuser=0&hl=zh-TW&rclk=1,松山站食堂,3.8,食堂與定食餐廳,300.0,$$, 105台北市松山區市民大道六段131號2F (松山CITYLINK2樓),Plus Code: 2HXH+RM 松山區 台北市,1,1,0,0,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,https://japanese-restaurant-1165.business.site/, 02 2747 0617,,2022-11-22,14228,14228_松山站食
14233,https://www.google.com.tw/maps/place/Hao+Chao+Tuo%E5%A5%BD%E5%85%86%E9%A0%AD/data=!4m7!3m6!1s0x3442abaeadc8650d:0xf46cac17459975ee!8m2!3d25.0376099!4d121.5831603!16s%2Fg%2F11jgtrq4x5!19sChIJDWXIra6rQjQR7nWZRResbPQ?authuser=0&hl=zh-TW&rclk=1,Hao Chao Tuo好兆頭,4.4,小餐館 (Bistro),94.0,, 110台北市信義區福德街153號1樓,Plus Code: 2HQM+27 信義區 台北市,1,1,0,0,星期二、11:30 到 14:30、17:00 到 20:00; 星期三、11:30 到 14:30、17:00 到 20:00; 星期四、11:30 到 14:30、17:00 到 20:00; 星期五、11:30 到 14:30、17:00 到 20:00; 星期六、休息; 星期日、休息; 星期一、11:30 到 14:30、17:00 到 20:00. 隱藏本週營業時間,, 02 2726 6713,,2022-11-22,14233,14233_Hao 
14241,https://www.google.com.tw/maps/place/%E5%A4%A7%E6%88%B6%E5%B1%8B%E5%8D%97%E4%BA%AC%E5%BE%A9%E8%88%88%E5%BA%97/data=!4m7!3m6!1s0x3442abdd8f8c9cc9:0x3e452713d78ca2bc!8m2!3d25.051586!4d121.5448305!16s%2Fg%2F1w0s9l1f!19sChIJyZyMj92rQjQRvKKM1xMnRT4?authuser=0&hl=zh-TW&rclk=1,大戶屋南京復興店,4.0,食堂與定食餐廳,645.0,$$, 105台北市松山區南京東路三段258號,Plus Code: 3G2V+JW 松山區 台北市,1,1,0,1,星期二、11:30 到 15:00、17:00 到 20:30; 星期三、11:30 到 15:00、17:00 到 20:30; 星期四、11:30 到 15:00、17:00 到 20:30; 星期五、11:30 到 15:00、17:00 到 20:30; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00; 星期一、11:30 到 15:00、17:00 到 20:30. 隱藏本週營業時間,https://www.ootoya.com.tw/, 02 2771 5337,,2022-11-22,14241,14241_大戶屋南
14317,https://www.google.com.tw/maps/place/%E6%B0%B4%E6%99%B6%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442ab73d5d60301:0xaea48f4e3d418024!8m2!3d25.0529293!4d121.6160576!16s%2Fg%2F11hmzrs6l_!19sChIJAQPW1XOrQjQRJIBBPU6PpK4?authuser=0&hl=zh-TW&rclk=1,水晶魯肉飯,3.6,小餐館 (Bistro),79.0,$, 115台北市南港區研究院路一段68號,Plus Code: 3J38+5C 南港區 台北市,1,1,0,0,星期二、10:00 到 20:00; 星期三、10:00 到 20:00; 星期四、10:00 到 20:00; 星期五、10:00 到 20:00; 星期六、10:00 到 20:00; 星期日、休息; 星期一、10:00 到 20:00. 隱藏本週營業時間,, 02 2653 5421,,2022-11-22,14317,14317_水晶魯肉
14503,https://www.google.com.tw/maps/place/%E5%90%8C%E5%A4%A9+%E5%8F%B0%E6%9D%B1%E6%94%BE%E5%B1%B1%E5%9C%9F%E9%9B%9E%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442acb0dba53f29:0xb628b69c86812214!8m2!3d25.0708674!4d121.6192581!16s%2Fg%2F11c5bhg40t!19sChIJKT-l27CsQjQRFCKBhpy2KLY?authuser=0&hl=zh-TW&rclk=1,同天 台東放山土雞肉飯,4.2,小餐館 (Bistro),134.0,$, 114台北市內湖區康樂街117號,Plus Code: 3JC9+8P 內湖區 台北市,1,1,0,1,星期二、10:30 到 20:00; 星期三、11:00 到 21:00; 星期四、休息; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 21:00; 星期一、休息. 隱藏本週營業時間,https://facebook.com/pages/%E5%90%8C%E5%A4%A9%E5%9C%9F%E9%9B%9E%E8%82%89%E9%A3%AF/1390038634637028, 02 2633 7798,,2022-11-22,14503,14503_同天 台
14529,https://www.google.com.tw/maps/place/%E5%AE%B6%E5%BA%AD%E5%BB%9A%E6%88%BF+%E9%BA%B5%2F%E9%A3%AF+%E9%A4%A8/data=!4m7!3m6!1s0x3442abb83cce4bf5:0x8a91351a33c5e6fd!8m2!3d25.0458845!4d121.5872145!16s%2Fg%2F11pzqnwt9t!19sChIJ9UvOPLirQjQR_ebFMxo1kYo?authuser=0&hl=zh-TW&rclk=1,家庭廚房 麵/飯 館,4.9,食堂與定食餐廳,15.0,, 115台北市南港區東新街80巷7號1樓,Plus Code: 2HWP+9V 南港區 台北市,1,1,0,0,星期二、10:30 到 19:00; 星期三、10:30 到 19:00; 星期四、10:30 到 19:00; 星期五、10:30 到 19:00; 星期六、10:30 到 15:00; 星期日、休息; 星期一、10:30 到 19:00. 隱藏本週營業時間,,,,2022-11-22,14529,14529_家庭廚房
14840,https://www.google.com.tw/maps/place/%E9%98%BF%E6%B1%A0%E9%B5%9D%E8%82%89%E5%BA%97/data=!4m7!3m6!1s0x3442ab9855555555:0xa730bd8d5fea5f1e!8m2!3d25.049757!4d121.5727013!16s%2Fg%2F11g8cyd4md!19sChIJVVVVVZirQjQRHl_qX429MKc?authuser=0&hl=zh-TW&rclk=1,阿池鵝肉店,3.9,小餐館 (Bistro),129.0,, 105台北市松山區八德路四段600號一樓,Plus Code: 2HXF+W3 松山區 台北市,1,1,0,1,星期二、17:00 到 22:30; 星期三、17:00 到 22:30; 星期四、17:00 到 22:30; 星期五、17:00 到 22:30; 星期六、17:00 到 22:30; 星期日、17:00 到 22:30; 星期一、17:00 到 22:30. 隱藏本週營業時間,https://www.facebook.com/pages/%E9%98%BF%E6%B1%A0%E9%B5%9D%E8%82%89/315616165202911, 0927 919 958,,2022-11-22,14840,14840_阿池鵝肉
15451,https://www.google.com.tw/maps/place/%E6%9C%89%E5%BF%97%E5%A3%B9%E5%90%8C%E8%BC%95%E9%A3%9F/data=!4m7!3m6!1s0x3442aa4b1e650401:0x15756cfab24108dd!8m2!3d25.0250682!4d121.5628039!16s%2Fg%2F11cm_46kly!19sChIJAQRlHkuqQjQR3QhBsvpsdRU?authuser=0&hl=zh-TW&rclk=1,有志壹同輕食,4.5,食堂與定食餐廳,74.0,, 110台北市信義區吳興街284巷20弄26號,Plus Code: 2HG7+24 信義區 台北市,1,1,0,0,星期二、11:20 到 14:00、16:20 到 20:00; 星期三、11:20 到 14:00、16:20 到 20:00; 星期四、11:20 到 14:00、16:20 到 20:00; 星期五、11:20 到 14:00、16:20 到 20:00; 星期六、11:20 到 14:00、16:20 到 20:00; 星期日、休息; 星期一、11:20 到 14:00、16:20 到 20:00. 隱藏本週營業時間,https://www.facebook.com/Auntiefoodgood/, 02 2377 8188,,2022-11-22,15451,15451_有志壹同
15463,https://www.google.com.tw/maps/place/Tiny+Italy+%E5%B0%8F%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442abf9962edb17:0xeba8eb248c57a0c8!8m2!3d25.0420243!4d121.5642403!16s%2Fg%2F11h7p6glc4!19sChIJF9sulvmrQjQRyKBXjCTrqOs?authuser=0&hl=zh-TW&rclk=1,Tiny Italy 小義大利餐廳,4.6,小餐館 (Bistro),218.0,, 110台北市信義區基隆路一段190巷9號,Plus Code: 2HR7+RM 信義區 台北市,1,1,0,0,星期二、12:00 到 13:30、18:00 到 21:30; 星期三、12:00 到 13:30、18:00 到 21:30; 星期四、12:00 到 13:30、18:00 到 21:30; 星期五、12:00 到 13:30、18:00 到 21:30; 星期六、11:30 到 15:00、18:00 到 21:30; 星期日、休息; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/653819861734453/, 0929 395 957,,2022-11-22,15463,15463_Tiny
15511,https://www.google.com.tw/maps/place/11%E8%99%9F%E5%81%A5%E5%BA%B7%E5%BB%9A%E6%88%BF/data=!4m7!3m6!1s0x3442ab8dfdfdfedd:0x72b090163ef8f1b6!8m2!3d25.058247!4d121.565519!16s%2Fg%2F11b7zk958k!19sChIJ3f79_Y2rQjQRtvH4PhaQsHI?authuser=0&hl=zh-TW&rclk=1,11號健康廚房,4.5,小餐館 (Bistro),55.0,$, 105台北市松山區新東街11巷11號,Plus Code: 3H58+76 松山區 台北市,1,1,0,0,星期二、11:30 到 13:30、17:30 到 20:00; 星期三、11:30 到 13:30、17:30 到 20:00; 星期四、11:30 到 13:30、17:30 到 20:00; 星期五、11:30 到 13:30、17:30 到 20:00; 星期六、11:30 到 13:30、17:30 到 20:00; 星期日、休息; 星期一、11:30 到 13:30、17:30 到 20:00. 隱藏本週營業時間,https://www.facebook.com/kitchen11/, 02 2745 5118,,2022-11-22,15511,15511_11號健
15544,https://www.google.com.tw/maps/place/%E3%81%95%E3%81%A1%E7%A6%8F%E3%82%84(%E5%B9%B8%E7%A6%8F%E5%AE%B6)+%E5%85%A7%E6%B9%96%E5%BA%97/data=!4m7!3m6!1s0x3442aced5db0ae73:0x37a40ec78dc80471!8m2!3d25.0841289!4d121.594372!16s%2Fg%2F11f5w1xt6w!19sChIJc66wXe2sQjQRcQTIjccOpDc?authuser=0&hl=zh-TW&rclk=1,さち福や(幸福家) 內湖店,4.1,食堂與定食餐廳,804.0,$$, 114台北市內湖區成功路四段188號,Plus Code: 3HMV+MP 內湖區 台北市,1,1,0,1,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 20:30; 星期一、11:00 到 20:30. 隱藏本週營業時間,https://www.sachifuku.com.tw/, 02 2793 0788,,2022-11-22,15544,15544_さち福や
15722,https://www.google.com.tw/maps/place/%E7%89%9B%E5%B0%87%E8%BB%8D%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442adaeeaef0953:0xf681e27d16552216!8m2!3d25.0783311!4d121.5779813!16s%2Fg%2F11h8jf7cyg!19sChIJUwnv6q6tQjQRFiJVFn3igfY?authuser=0&hl=zh-TW&rclk=1,牛將軍小館,4.2,小餐館 (Bistro),308.0,, 11475台北市內湖區內湖路一段600巷8號,Plus Code: 3HHH+85 內湖區 台北市,1,1,0,1,星期二、11:30 到 14:00、17:00 到 20:00; 星期三、11:30 到 14:00、17:00 到 20:00; 星期四、11:30 到 14:00、17:00 到 20:00; 星期五、11:30 到 14:00、17:00 到 20:00; 星期六、11:30 到 14:00、17:00 到 20:00; 星期日、休息; 星期一、11:30 到 14:00、17:00 到 20:00. 隱藏本週營業時間,https://bistro-1162.business.site/?utm_source=gmb&utm_medium=referral, 02 2799 4666,,2022-11-22,15722,15722_牛將軍小
15830,https://www.google.com.tw/maps/place/%E9%96%8B%E4%B8%BC+%E7%87%92%E8%82%89vs%E4%B8%BC%E9%A3%AF+%E8%A5%BF%E6%B9%96%E5%85%A7%E7%A7%91%E5%BA%97/data=!4m7!3m6!1s0x3442ac6357ce9c81:0x54d3cc3d2f120af6!8m2!3d25.0811244!4d121.5705042!16s%2Fg%2F11bw7dg2kj!19sChIJgZzOV2OsQjQR9goSLz3M01Q?authuser=0&hl=zh-TW&rclk=1,開丼 燒肉vs丼飯 西湖內科店,4.0,食堂與定食餐廳,1200.0,$$, 114台北市內湖區內湖路一段360巷2-1號號 2F,Plus Code: 3HJC+C6 內湖區 台北市,1,1,0,1,星期二、11:30 到 14:00、17:00 到 20:00; 星期三、11:30 到 14:00、17:00 到 20:00; 星期四、11:30 到 14:00、17:00 到 20:00; 星期五、11:30 到 14:00、17:00 到 20:00; 星期六、11:30 到 14:00、17:00 到 20:00; 星期日、11:30 到 14:00、17:00 到 20:00; 星期一、11:30 到 14:00、17:00 到 20:00. 隱藏本週營業時間,https://lin.ee/xBzX5yz, 02 8752 3368,,2022-11-22,15830,15830_開丼 燒
15832,https://www.google.com.tw/maps/place/%E5%A4%AA%E5%AD%90%E6%96%99%E7%90%86%EF%BC%8D%E7%8F%BE%E4%BD%9C%E5%A3%BD%E5%8F%B8%E6%9D%B1%E6%B9%96%E5%BA%97/data=!4m7!3m6!1s0x3442ad49dcfa2aef:0xd484d47cc45c9d76!8m2!3d25.0679513!4d121.61599!16s%2Fg%2F11s594bhzv!19sChIJ7yr63EmtQjQRdp1cxHzUhNQ?authuser=0&hl=zh-TW&rclk=1,太子料理－現作壽司東湖店,4.9,小餐館 (Bistro),14.0,, 114台北市內湖區安康路484號,Plus Code: 3J98+59 內湖區 台北市,1,0,1,0,星期二、08:00 到 18:00; 星期三、08:00 到 18:00; 星期四、08:00 到 18:00; 星期五、08:00 到 18:00; 星期六、08:00 到 18:00; 星期日、08:00 到 18:00; 星期一、休息. 隱藏本週營業時間,https://www.mtjpfood.com/, 0958 795 717,,2022-11-22,15832,15832_太子料理
15845,https://www.google.com.tw/maps/place/%E5%90%83%E5%A5%BD%E6%97%A9%E9%A4%90/data=!4m7!3m6!1s0x3442abe42ca29ad7:0x5c308c508ea966a5!8m2!3d25.0601723!4d121.5909436!16s%2Fg%2F11s37899p3!19sChIJ15qiLOSrQjQRpWapjlCMMFw?authuser=0&hl=zh-TW&rclk=1,吃好早餐,4.6,食堂與定食餐廳,17.0,, 114031台北市內湖區新明路71號,Plus Code: 3H6R+39 內湖區 台北市,1,0,1,1,,, 0987 719 249,,2022-11-22,15845,15845_吃好早餐
16127,https://www.google.com.tw/maps/place/%E8%BE%9B%E5%BE%88%E5%AE%88%E8%BE%A3-%E5%85%A7%E6%B9%96%E6%B8%AF%E8%8F%AF%E5%BA%97(%E5%8E%9F%E6%B4%B2%E5%AD%90%E5%BA%97%E5%8F%8A%E5%A4%A7%E7%9B%B4%E5%BA%97)/data=!4m7!3m6!1s0x3442ad530a6ead7d:0x1e5387e90a96fb33!8m2!3d25.0831894!4d121.5748448!16s%2Fg%2F11h1261x1s!19sChIJfa1uClOtQjQRM_uWCumHUx4?authuser=0&hl=zh-TW&rclk=1,辛很守辣-內湖港華店(原洲子店及大直店),4.3,小餐館 (Bistro),46.0,, 114台北市內湖區港華街75號1樓,Plus Code: 3HMF+7W 內湖區 台北市,1,1,0,1,星期二、11:00 到 14:00、16:30 到 20:30; 星期三、11:00 到 14:00、16:30 到 20:30; 星期四、11:00 到 14:00、16:30 到 20:30; 星期五、休息; 星期六、11:00 到 14:00、16:30 到 20:30; 星期日、11:00 到 14:00、16:30 到 20:30; 星期一、11:00 到 14:00、16:30 到 20:30. 隱藏本週營業時間,, 02 2533 9990,,2022-11-22,16127,16127_辛很守辣
16142,https://www.google.com.tw/maps/place/%E6%B9%98%E5%BB%9A%E7%AC%AC%E4%B8%80%E5%91%B3/data=!4m7!3m6!1s0x3442aced59f34ba7:0x2682f0e9e4ce3113!8m2!3d25.0855309!4d121.5912567!16s%2Fg%2F11ggt0ttg6!19sChIJp0vzWe2sQjQREzHO5OnwgiY?authuser=0&hl=zh-TW&rclk=1,湘廚第一味,4.5,小餐館 (Bistro),57.0,, 11455台北市內湖區金龍路99號,Plus Code: 3HPR+6G 內湖區 台北市,1,0,1,0,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 20:30; 星期日、11:00 到 20:30; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/%E6%B9%98%E5%BB%9A%E7%AC%AC%E4%B8%80%E5%91%B3-1503859263216849, 02 8791 3666,,2022-11-22,16142,16142_湘廚第一
16283,https://www.google.com.tw/maps/place/%E5%A4%A7%E4%BD%B3%E7%89%9B%E9%9B%9C%E6%B9%AF/data=!4m7!3m6!1s0x3442ac8d91864889:0x62963f51f4bd9be0!8m2!3d25.0795654!4d121.5932361!16s%2Fg%2F12m90qm1_!19sChIJiUiGkY2sQjQR4Ju99FE_lmI?authuser=0&hl=zh-TW&rclk=1,大佳牛雜湯,4.4,小餐館 (Bistro),678.0,$, 114台北市內湖區康寧路一段108號,Plus Code: 3HHV+R7 內湖區 台北市,1,0,1,1,星期二、休息; 星期三、10:00 到 20:30; 星期四、10:00 到 20:30; 星期五、10:00 到 20:30; 星期六、10:00 到 20:30; 星期日、10:00 到 20:30; 星期一、10:00 到 20:30. 隱藏本週營業時間,https://www.facebook.com/%E5%A4%A7%E4%BD%B3%E7%89%9B%E8%82%89%E9%BA%B5-614731165222318/, 02 2792 3193,,2022-11-22,16283,16283_大佳牛雜
16302,https://www.google.com.tw/maps/place/MaMa+%E9%A3%9F%E5%A0%82+%EF%BC%9A%E4%B8%8A%E7%8F%AD%E6%97%8F%E7%9A%84%E5%B9%B8%E7%A6%8F%E4%BE%BF%E7%95%B6/data=!4m7!3m6!1s0x3442adab67572589:0xe5ddd6380669795e!8m2!3d25.0785255!4d121.5659528!16s%2Fg%2F11rdc288lp!19sChIJiSVXZ6utQjQRXnlpBjjW3eU?authuser=0&hl=zh-TW&rclk=1,MaMa 食堂 ：上班族的幸福便當,4.9,食堂與定食餐廳,79.0,, 114台北市內湖區堤頂大道二段285-1號,Plus Code: 3HH8+C9 內湖區 台北市,1,0,1,0,星期二、08:30 到 13:30; 星期三、08:30 到 13:30; 星期四、08:30 到 13:30; 星期五、08:30 到 13:30; 星期六、休息; 星期日、休息; 星期一、08:30 到 13:30. 隱藏本週營業時間,, 0979 618 618,,2022-11-22,16302,16302_MaMa
16517,https://www.google.com.tw/maps/place/Missing+Donna/data=!4m7!3m6!1s0x3442ad1d85a663b1:0x5c68f5d1b3bf680!8m2!3d25.0827031!4d121.5677123!16s%2Fg%2F11rqwz44cd!19sChIJsWOmhR2tQjQRgPY7G12PxgU?authuser=0&hl=zh-TW&rclk=1,Missing Donna,4.8,小餐館 (Bistro),86.0,, 11445台北市內湖區內湖路一段323巷4弄6號,Plus Code: 3HM9+33 內湖區 台北市,1,0,1,1,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 20:30; 星期日、休息; 星期一、11:00 到 20:30. 隱藏本週營業時間,, 0931 142 822,,2022-11-22,16517,16517_Miss
16634,https://www.google.com.tw/maps/place/%E9%9B%9E%E8%82%89%E9%A3%9F%E5%85%89/data=!4m7!3m6!1s0x3442ad8f787b7535:0xb48669e171225478!8m2!3d25.0818095!4d121.5718551!16s%2Fg%2F11pzw83czc!19sChIJNXV7eI-tQjQReFQiceFphrQ?authuser=0&hl=zh-TW&rclk=1,雞肉食光,4.2,小餐館 (Bistro),34.0,, 114台北市內湖區內湖路一段437巷4弄6號,Plus Code: 3HJC+PP 內湖區 台北市,1,1,0,1,星期二、11:00 到 14:00、16:30 到 19:30; 星期三、11:00 到 14:00、16:30 到 19:30; 星期四、11:00 到 14:00、16:30 到 19:30; 星期五、11:00 到 14:00、16:30 到 19:30; 星期六、11:00 到 14:00、16:30 到 19:30; 星期日、休息; 星期一、11:00 到 14:00、16:30 到 19:30. 隱藏本週營業時間,, 02 2799 0770,,2022-11-22,16634,16634_雞肉食光
16639,https://www.google.com.tw/maps/place/%E9%87%91%E4%BB%99%E6%BB%B7%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442ac65c1b4f93f:0x51c6a408caf1bf84!8m2!3d25.0815795!4d121.5727848!16s%2Fg%2F11bx4ks6c2!19sChIJP_m0wWWsQjQRhL_xygikxlE?authuser=0&hl=zh-TW&rclk=1,金仙滷肉飯,3.9,食堂與定食餐廳,349.0,$, 114台北市內湖區麗山街364巷1號,Plus Code: 3HJF+J4 內湖區 台北市,1,1,0,1,星期二、10:30 到 14:00、16:30 到 20:00; 星期三、10:30 到 14:00、16:30 到 20:00; 星期四、10:30 到 14:00、16:30 到 20:00; 星期五、10:30 到 14:00、16:30 到 20:00; 星期六、休息; 星期日、10:30 到 14:00、16:30 到 20:00; 星期一、10:30 到 14:00、16:30 到 20:00. 隱藏本週營業時間,, 02 2799 6818,,2022-11-22,16639,16639_金仙滷肉
16731,https://www.google.com.tw/maps/place/%E7%B0%A1%E5%96%AE%E9%A3%9F%E8%A3%9C/data=!4m7!3m6!1s0x3442ab8e54f1e579:0x885a3db1cdd61b6f!8m2!3d25.0596932!4d121.5681497!16s%2Fg%2F11c1qwls79!19sChIJeeXxVI6rQjQRbxvWzbE9Wog?authuser=0&hl=zh-TW&rclk=1,簡單食補,3.8,小餐館 (Bistro),122.0,, 105台北市松山區撫遠街no. 193號,Plus Code: 3H59+V7 松山區 台北市,1,1,0,0,星期二、11:00 到 14:00、17:00 到 22:00; 星期三、11:00 到 14:00、17:00 到 22:00; 星期四、11:00 到 14:00、17:00 到 22:00; 星期五、11:00 到 14:00、17:00 到 22:00; 星期六、11:00 到 14:00、17:00 到 22:00; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 22:00. 隱藏本週營業時間,https://www.facebook.com/%E7%B0%A1%E5%96%AE%E9%A3%9F%E8%A3%9C-141806692551447/, 02 2763 0699,,2022-11-22,16731,16731_簡單食補
16804,https://www.google.com.tw/maps/place/%E8%80%81%E9%97%86%E6%8E%92%E9%AA%A8%E5%90%8D%E5%BA%97/data=!4m7!3m6!1s0x3442ac8cf9b55b3f:0xfbb4c6ea5a3d48b9!8m2!3d25.0813316!4d121.5906025!16s%2Fg%2F11b_078xgm!19sChIJP1u1-YysQjQRuUg9WurGtPs?authuser=0&hl=zh-TW&rclk=1,老闆排骨名店,4.1,小餐館 (Bistro),63.0,$, 114台北市內湖區成功路三段174巷19號,Plus Code: 3HJR+G6 內湖區 台北市,1,1,0,0,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、休息; 星期一、11:00 到 20:00. 隱藏本週營業時間,, 02 2795 4453,,2022-11-22,16804,16804_老闆排骨
16805,https://www.google.com.tw/maps/place/%E4%B8%89%E5%A7%90%E6%B6%BC%E9%BA%B5/data=!4m7!3m6!1s0x3442ad2a44bcf44f:0x9a6ae39379560f97!8m2!3d25.0837693!4d121.5923078!16s%2Fg%2F11mvtct7k4!19sChIJT_S8RCqtQjQRlw9WeZPjapo?authuser=0&hl=zh-TW&rclk=1,三姐涼麵,4.7,小餐館 (Bistro),91.0,, 114台北市內湖區內湖路二段357-1號,Plus Code: 3HMR+GW 內湖區 台北市,0,1,0,1,星期二、10:30 到 19:00; 星期三、10:30 到 19:00; 星期四、10:30 到 19:00; 星期五、10:30 到 19:00; 星期六、休息; 星期日、09:00 到 19:00; 星期一、10:30 到 19:00. 隱藏本週營業時間,https://bistro-1664.business.site/?utm_source=gmb&utm_medium=referral, 02 8791 4025,,2022-11-22,16805,16805_三姐涼麵
16883,https://www.google.com.tw/maps/place/%E7%8F%8D%E5%A5%BD%E4%BD%B3%E7%BE%8E%E9%A3%9F%E5%9D%8A/data=!4m7!3m6!1s0x3442ab78ec035fd3:0x7313436a2c643830!8m2!3d25.0570659!4d121.584426!16s%2Fg%2F11g6bn8pl6!19sChIJ018D7HirQjQRMDhkLGpDE3M?authuser=0&hl=zh-TW&rclk=1,珍好佳美食坊,3.5,小餐館 (Bistro),106.0,$, 114台北市內湖區新明路218號,Plus Code: 3H4M+RQ 內湖區 台北市,1,1,0,1,,, 02 2792 8876,,2022-11-22,16883,16883_珍好佳美
17037,https://www.google.com.tw/maps/place/%E5%90%9B%E6%82%85%E6%8E%92%E9%AA%A8/data=!4m7!3m6!1s0x3442abe8ec4c77b5:0x39a17e81977e56c8!8m2!3d25.0535352!4d121.5451862!16s%2Fg%2F1thc_hvp!19sChIJtXdM7OirQjQRyFZ-l4F-oTk?authuser=0&hl=zh-TW&rclk=1,君悅排骨,3.7,食堂與定食餐廳,515.0,$$, 105台北市松山區慶城街23號,Plus Code: 3G3W+C3 松山區 台北市,1,1,0,1,星期二、10:45 到 20:30; 星期三、10:45 到 20:30; 星期四、10:45 到 20:30; 星期五、10:45 到 20:30; 星期六、10:45 到 20:30; 星期日、10:45 到 20:30; 星期一、10:45 到 20:30. 隱藏本週營業時間,https://m.facebook.com/GrandHyattpaigu/, 02 8712 3817,,2022-11-22,17037,17037_君悅排骨
17068,https://www.google.com.tw/maps/place/%E6%BA%AB%E6%9F%94%E9%84%89+(The+Tender+Land)/data=!4m7!3m6!1s0x3442a95be5148383:0x8b8858c840e8eab0!8m2!3d25.061584!4d121.530676!16s%2Fg%2F11cncrx3k6!19sChIJg4MU5VupQjQRsOroQMhYiIs?authuser=0&hl=zh-TW&rclk=1,溫柔鄉 (The Tender Land),4.3,小餐館 (Bistro),339.0,$$, 10491台北市中山區錦州街175巷22號,Plus Code: 3G6J+J7 中山區 台北市,1,0,0,0,星期二、22:00 到 06:00; 星期三、22:00 到 06:00; 星期四、22:00 到 06:00; 星期五、休息; 星期六、休息; 星期日、22:00 到 06:00; 星期一、22:00 到 06:00. 隱藏本週營業時間,https://www.facebook.com/TheTenderLand/, 02 2563 6303,,2022-11-22,17068,17068_溫柔鄉 
17078,https://www.google.com.tw/maps/place/%E5%90%B3%E5%93%A5%E7%AA%9F%E5%B7%9D%E6%B9%98%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442abe7dc2e7dc5:0x3db02bd1cf8cd998!8m2!3d25.054406!4d121.5458536!16s%2Fg%2F11fq8y54z7!19sChIJxX0u3OerQjQRmNmMz9ErsD0?authuser=0&hl=zh-TW&rclk=1,吳哥窟川湘小館,3.6,小餐館 (Bistro),77.0,, 105台北市松山區長春路454-4號,Plus Code: 3G3W+Q8 松山區 台北市,1,1,0,0,星期二、11:00 到 14:30、17:00 到 21:00; 星期三、11:00 到 14:30、17:00 到 21:00; 星期四、11:00 到 14:30、17:00 到 21:00; 星期五、11:00 到 14:30、17:00 到 21:00; 星期六、11:00 到 14:30、17:00 到 21:00; 星期日、05:00 到 02:30; 星期一、11:00 到 14:30、17:00 到 21:00. 隱藏本週營業時間,, 02 8770 5172,,2022-11-22,17078,17078_吳哥窟川
17115,https://www.google.com.tw/maps/place/%E6%9D%B1%E9%A2%A8%E9%A5%8C%E9%BA%BB%E8%BE%A3%E7%87%99/data=!4m7!3m6!1s0x3442ac0d9f60138d:0xffe8cb5f3bb0cd55!8m2!3d25.0796996!4d121.5570294!16s%2Fg%2F11clsrr08t!19sChIJjRNgnw2sQjQRVc2wO1_L6P8?authuser=0&hl=zh-TW&rclk=1,東風饌麻辣燙,4.1,小餐館 (Bistro),143.0,, 10462台北市中山區樂群二路146號,Plus Code: 3HH4+VR 中山區 台北市,1,0,1,1,星期二、12:00 到 22:00; 星期三、12:00 到 22:00; 星期四、12:00 到 22:00; 星期五、14:00 到 22:00; 星期六、15:30 到 22:00; 星期日、15:30 到 22:00; 星期一、12:00 到 22:00. 隱藏本週營業時間,https://m.facebook.com/%E6%9D%B1%E9%A2%A8%E9%A5%8C%E9%BA%BB%E8%BE%A3%E7%87%99%E5%B0%88%E8%B3%A3-%E5%A4%A7%E7%9B%B4-214933005563006/, 02 8502 3086,,2022-11-22,17115,17115_東風饌麻
